('Total Revenue', '227,583,000', '211,915,000', '198,270,000', '168,088,000', '143,015,000')
         535209 function calls (516687 primitive calls) in 7.060 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 utils.py:836(select_proxy)
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
        1    0.000    0.000    0.095    0.095 _htmlparser.py:372(feed)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:173(init_poolmanager)
        1    0.000    0.000    0.000    0.000 retry.py:39(Retry)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.711    0.711 client.py:1304(getresponse)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1243(CookieJar)
        2    0.000    0.000    0.000    0.000 _collections.py:242(__init__)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        2    0.000    0.000    0.000    0.000 socket.py:492(_real_close)
       14    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
        1    0.000    0.000    0.001    0.001 weakref.py:561(__call__)
        8    0.000    0.000    0.000    0.000 functools.py:64(wraps)
       31    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       15    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        2    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
       18    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 idna.py:144(Codec)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1218(IPv4Address)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
       25    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.001    0.001 base64mime.py:5(<module>)
       34    0.000    0.000    0.000    0.000 enum.py:1009(<lambda>)
        2    0.000    0.000    0.000    0.000 functools.py:183(total_ordering)
        1    0.000    0.000    0.000    0.000 models.py:352(prepare)
        1    0.000    0.000    0.000    0.000 connection.py:513(__init__)
        1    0.000    0.000    0.000    0.000 client.py:427(flush)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
       10    0.000    0.000    0.000    0.000 connection.py:312(<genexpr>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.000    0.000 socket.py:643(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:290(putrequest)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        2    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.002    0.002 linecache.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:796(close)
        2    0.000    0.000    0.000    0.000 ssl_.py:177(resolve_cert_reqs)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:230(_new_pool)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
       24    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 __init__.py:559(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        1    0.000    0.000    0.000    0.000 request.py:189(body_to_chunks)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:496(close)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 css.py:13(CSS)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ssl.py:482(__new__)
        1    0.000    0.000    0.042    0.042 ssl.py:494(wrap_socket)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
       24    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        1    0.000    0.000    0.000    0.000 connectionpool.py:986(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        3    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        4    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        2    0.000    0.000    0.000    0.000 adapters.py:360(close)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
       31    0.000    0.000    0.000    0.000 __init__.py:554(__missing__)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        8    0.000    0.000    0.000    0.000 utils.py:1043(_validate_header_part)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1223(deepvalues)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 sessions.py:357(Session)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:331(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 parse.py:505(urlunsplit)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:853(Handler)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:1052(closed)
        1    0.000    0.000    0.000    0.000 ssl.py:596(options)
        2    0.000    0.000    0.000    0.000 ssl.py:718(verify_mode)
        1    0.000    0.000    0.000    0.000 socket.py:732(close)
       28    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        4    0.000    0.000    0.000    0.000 url.py:326(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:430(validate)
        1    0.000    0.000    0.000    0.000 tempfile.py:761(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
       24    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.344    0.344 connectionpool.py:1091(_validate_conn)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 idna.py:298(getregentry)
        1    0.000    0.000    0.000    0.000 pathlib.py:399(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 connection.py:133(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        6    0.000    0.000    0.000    0.000 client.py:981(_output)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 models.py:296(CliDetectionResult)
       11    0.000    0.000    0.000    0.000 queue.py:248(_put)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1804(IPv6Address)
        1    0.000    0.000    0.000    0.000 socket.py:512(family)
        2    0.000    0.000    0.000    0.000 __init__.py:891(createLock)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 cProfile.py:3(<module>)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:494(urlunparse)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
       13    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:248(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:1359(_fixupChildren)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 adapters.py:331(get_connection)
        1    0.000    0.000    0.000    0.000 parse.py:890(quote_from_bytes)
        3    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 element.py:933(NavigableString)
       20    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.000    0.000 typing.py:1670(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        2    0.000    0.000    0.000    0.000 poolmanager.py:268(clear)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        7    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 poolmanager.py:163(PoolManager)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.075    0.075 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resources.py:66(_get_resource_reader)
        1    0.000    0.000    0.000    0.000 utils.py:1016(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 connectionpool.py:969(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 ssl_.py:469(is_ipaddress)
        1    0.000    0.000    0.000    0.000 client.py:1002(_send_output)
       22    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.095    0.095 __init__.py:471(_feed)
        1    0.000    0.000    0.000    0.000 utils.py:898(default_headers)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 element.py:1605(__getattr__)
        1    0.000    0.000    0.000    0.000 adapters.py:370(request_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:306(connection_from_context)
        1    0.000    0.000    0.000    0.000 response.py:624(release_conn)
        1    0.000    0.000    0.000    0.000 ssl.py:1195(send)
        1    0.000    0.000    0.001    0.001 __init__.py:417(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        2    0.000    0.000    0.000    0.000 functools.py:186(<setcomp>)
        1    0.000    0.000    0.000    0.000 resources.py:173(path)
        1    0.000    0.000    0.000    0.000 utils.py:513(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1773(FileCookieJar)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1402(IPv4Network)
        1    0.000    0.000    0.042    0.042 ssl_.py:493(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        3    0.000    0.000    0.000    0.000 __init__.py:1601(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 cookiejar.py:867(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 _collections.py:65(RecentlyUsedContainer)
        3    0.000    0.000    0.000    0.000 typing.py:771(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        8    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 dammit.py:317(EncodingDetector)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 _collections.py:102(__setitem__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:82(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:191(_NetlocResultMixinStr)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:943(send)
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1077(_BaseV4)
        1    0.000    0.000    0.000    0.000 _collections.py:95(__getitem__)
        1    0.000    0.000    0.000    0.000 ssl.py:610(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 __init__.py:540(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:357(connection_from_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:277(connection_from_host)
        9    0.000    0.000    0.000    0.000 retry.py:238(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:1452(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(RequestError)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        2    0.000    0.000    0.000    0.000 sessions.py:801(mount)
        1    0.000    0.000    0.000    0.000 models.py:335(__init__)
        1    0.000    0.000    0.000    0.000 request.py:2146(FancyURLopener)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:51(register)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1335(IPv4Interface)
        2    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
       18    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
        1    0.000    0.000    0.000    0.000 weakref.py:284(update)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        1    0.000    0.000    0.000    0.000 models.py:795(iter_content)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1984(IPv6Interface)
       25    0.000    0.000    0.000    0.000 parse.py:110(_noop)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 __init__.py:276(LogRecord)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 utils.py:538(get_encoding_from_headers)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1750(__iter__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:57(PoolKey)
        1    0.000    0.000    0.000    0.000 response.py:210(_get_decoder)
        1    0.000    0.000    0.000    0.000 ssl.py:486(_encode_hostname)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 models.py:495(prepare_body)
        4    0.000    0.000    0.000    0.000 utils.py:1032(check_header_validity)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:36(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        3    0.000    0.000    0.000    0.000 cookies.py:534(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 models.py:314(PreparedRequest)
        1    0.000    0.000    0.000    0.000 _collections.py:41(_Sentinel)
        1    0.000    0.000    0.000    0.000 connectionpool.py:297(_put_conn)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Formatter)
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:658(_parse_args)
        1    0.000    0.000    0.000    0.000 connectionpool.py:68(ConnectionPool)
        3    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:1499(SoupSieve)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1731(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 response.py:486(_flush_decoder)
        2    0.000    0.000    0.000    0.000 response.py:724(_error_catcher)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        3    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        1    0.000    0.000    0.000    0.000 pathlib.py:557(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 re.py:223(split)
        8    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.095    0.095 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 tempfile.py:906(TemporaryDirectory)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
       17    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        2    0.000    0.000    0.000    0.000 cookies.py:358(update)
        1    0.000    0.000    0.000    0.000 pathlib.py:293(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:1039(__new__)
        1    0.000    0.000    0.000    0.000 utils.py:263(extract_zipped_paths)
        1    0.000    0.000    0.000    0.000 connectionpool.py:259(_get_conn)
        1    0.000    0.000    0.000    0.000 client.py:1240(endheaders)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.003    0.003 certs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:718(__str__)
        1    0.000    0.000    0.000    0.000 request.py:945(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:831(is_package)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 element.py:2145(SoupStrainer)
        1    0.000    0.000    0.000    0.000 models.py:770(is_redirect)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 _collections.py:448(items)
        2    0.000    0.000    0.000    0.000 connectionpool.py:349(_get_timeout)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 client.py:1372(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ProxyError)
        6    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:678(_from_parts)
        4    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:31(RequestHistory)
        1    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        1    0.000    0.000    0.000    0.000 parse.py:644(unquote)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(MaxRetryError)
        1    0.000    0.000    0.000    0.000 css_types.py:284(SelectorContains)
        1    0.000    0.000    0.000    0.000 element.py:115(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 __meta__.py:40(Version)
        1    0.000    0.000    0.000    0.000 __init__.py:47(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:333(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        2    0.000    0.000    0.000    0.000 sessions.py:807(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:611(prepare_cookies)
        1    0.000    0.000    0.000    0.000 zipfile.py:2251(Path)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 response.py:668(_init_length)
        2    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:1595(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 poolmanager.py:493(ProxyManager)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 url.py:351(_encode_target)
        1    0.000    0.000    0.000    0.000 parse.py:364(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:402(_splitnetloc)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 socket.py:518(type)
       15    0.000    0.000    0.000    0.000 typing.py:1362(overload)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 __init__.py:1051(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        1    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 css_parser.py:291(SelectorPattern)
        1    0.000    0.000    0.001    0.001 utils.py:824(get_environ_proxies)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 parse.py:819(quote)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:456(__exit__)
        1    0.000    0.000    0.000    0.000 request.py:2525(proxy_bypass_environment)
        1    0.000    0.000    0.000    0.000 _collections.py:158(HTTPHeaderDictItemView)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 parse.py:912(urlencode)
        1    0.000    0.000    0.000    0.000 exceptions.py:139(NewConnectionError)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
